asn=0    	id=-1  	Main	copying configuration file /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/config-mobility.json to output directory /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/results/link_quality_with_distance/3600s-29380/config-mobility.json
asn=28932	id=2   	Mobility	at 850.022 pos is 936.024
asn=28946	id=2   	RPL	DIS output to -1
asn=28954	id=-1  	link_model	path_loss_dbm = 107.0861719154245, current bitrate = 50, current distance is 936.0243759993812
asn=29055	id=-1  	link_model	path_loss_dbm = 107.0861719154245, current bitrate = 50, current distance is 936.0243759993812
asn=29055	id=1   	App	dropping app packet seqnum=25 for=2 to=2: tx_limit=8 reached
asn=29055	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=29191	id=-1  	link_model	path_loss_dbm = 107.0861719154245, current bitrate = 50, current distance is 936.0243759993812
asn=29191	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=29218	id=1   	App	generate a packet, seqnum=38 for=2
asn=29272	id=-1  	Mobility	update positions
asn=29272	id=2   	Mobility	at 860.011 pos is 947.012
asn=29513	id=2   	RPL	DIS output to -1
asn=29531	id=-1  	link_model	path_loss_dbm = 107.20781713529225, current bitrate = 50, current distance is 947.0124959993611
asn=29531	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=29543	id=-1  	link_model	path_loss_dbm = 107.20781713529225, current bitrate = 50, current distance is 947.0124959993611
asn=29599	id=-1  	link_model	path_loss_dbm = 107.20781713529225, current bitrate = 50, current distance is 947.0124959993611
asn=29599	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=29612	id=-1  	Mobility	update positions
asn=29612	id=2   	Mobility	at 870.001 pos is 958.001
asn=29723	id=1   	App	generate a packet, seqnum=39 for=2
asn=29723	id=1   	App	dropping app packet seqnum=39 for=2 to=2: queue full
asn=29837	id=-1  	link_model	path_loss_dbm = 107.32805902403791, current bitrate = 50, current distance is 958.0006159993411
asn=29837	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=29871	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=29953	id=-1  	Mobility	update positions
asn=29953	id=2   	Mobility	at 880.019 pos is 969.021
asn=30024	id=-1  	link_model	path_loss_dbm = 107.44727721858051, current bitrate = 50, current distance is 969.021053999321
asn=30024	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=30058	id=-1  	link_model	path_loss_dbm = 107.44727721858051, current bitrate = 50, current distance is 969.021053999321
asn=30058	id=1   	Node	tx done to=2 numtx=6 acked=false
asn=30160	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=30293	id=-1  	Mobility	update positions
asn=30293	id=2   	Mobility	at 890.008 pos is 980.009
asn=30432	id=-1  	link_model	path_loss_dbm = 107.56480349289555, current bitrate = 50, current distance is 980.009173999301
asn=30432	id=1   	Node	tx done to=2 numtx=7 acked=false
asn=30444	id=2   	RPL	DIS output to -1
asn=30473	id=-1  	link_model	path_loss_dbm = 107.56480349289555, current bitrate = 50, current distance is 980.009173999301
asn=30567	id=1   	App	generate a packet, seqnum=40 for=2
asn=30567	id=1   	App	dropping app packet seqnum=40 for=2 to=2: queue full
asn=30634	id=-1  	Main	900 seconds, progress 25.00%
asn=30634	id=-1  	Main	periodic route processing for all nodes
asn=30634	id=-1  	Main	periodic neighbor processing for all nodes
asn=30634	id=1   	TSCH	stats: {"idle_listen":2690,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":27,"tx_data":71,"tx_data_rx_ack":109}
asn=30634	id=2   	TSCH	stats: {"idle_listen":2718,"channel_scan":0,"rx_data":6,"rx_data_tx_ack":19,"tx_data":19,"tx_data_rx_ack":50}
asn=30634	id=-1  	Mobility	update positions
asn=30634	id=2   	Mobility	at 900.027 pos is 991.030
asn=30636	id=-1  	link_model	path_loss_dbm = 107.68135925798555, current bitrate = 50, current distance is 991.0296119992809
asn=30636	id=1   	App	dropping app packet seqnum=27 for=2 to=2: tx_limit=8 reached
asn=30636	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=30717	id=1   	App	generate a packet, seqnum=41 for=2
asn=30789	id=-1  	link_model	path_loss_dbm = 107.68135925798555, current bitrate = 50, current distance is 991.0296119992809
asn=30789	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=30974	id=-1  	Mobility	update positions
asn=30974	id=2   	Mobility	at 910.016 pos is 997.982
asn=31095	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=31129	id=-1  	link_model	path_loss_dbm = 107.75422790110534, current bitrate = 50, current distance is 997.9822680007392
asn=31129	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=31314	id=-1  	Mobility	update positions
asn=31314	id=2   	Mobility	at 920.005 pos is 986.994
asn=31350	id=-1  	link_model	path_loss_dbm = 107.6388299687798, current bitrate = 50, current distance is 986.9941480007592
asn=31350	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=31436	id=1   	App	generate a packet, seqnum=42 for=2
asn=31436	id=1   	App	dropping app packet seqnum=42 for=2 to=2: queue full
asn=31454	id=2   	RPL	DIS output to -1
asn=31465	id=-1  	link_model	path_loss_dbm = 107.6388299687798, current bitrate = 50, current distance is 986.9941480007592
asn=31605	id=-1  	link_model	path_loss_dbm = 107.6388299687798, current bitrate = 50, current distance is 986.9941480007592
asn=31605	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=31655	id=-1  	Mobility	update positions
asn=31655	id=2   	Mobility	at 930.024 pos is 975.974
asn=31843	id=-1  	link_model	path_loss_dbm = 107.52179496358877, current bitrate = 50, current distance is 975.9737100007792
asn=31843	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=31872	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=31995	id=-1  	Mobility	update positions
asn=31995	id=2   	Mobility	at 940.013 pos is 964.986
asn=32183	id=-1  	link_model	path_loss_dbm = 107.40377997922043, current bitrate = 50, current distance is 964.9855900007992
asn=32183	id=1   	Node	tx done to=2 numtx=6 acked=false
asn=32217	id=-1  	link_model	path_loss_dbm = 107.40377997922043, current bitrate = 50, current distance is 964.9855900007992
asn=32217	id=1   	Node	tx done to=2 numtx=7 acked=false
asn=32254	id=1   	App	generate a packet, seqnum=43 for=2
asn=32254	id=1   	App	dropping app packet seqnum=43 for=2 to=2: queue full
asn=32335	id=-1  	Mobility	update positions
asn=32335	id=2   	Mobility	at 950.002 pos is 953.997
asn=32395	id=2   	RPL	DIS output to -1
asn=32395	id=-1  	link_model	path_loss_dbm = 107.28441345504726, current bitrate = 50, current distance is 953.9974700008192
asn=32455	id=-1  	link_model	path_loss_dbm = 107.28441345504726, current bitrate = 50, current distance is 953.9974700008192
asn=32455	id=1   	App	dropping app packet seqnum=31 for=2 to=2: tx_limit=8 reached
asn=32455	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=32523	id=-1  	link_model	path_loss_dbm = 107.28441345504726, current bitrate = 50, current distance is 953.9974700008192
asn=32523	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=32638	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=32676	id=-1  	Main	960 seconds, progress 26.67%
asn=32676	id=-1  	Main	periodic route processing for all nodes
asn=32676	id=1   	TSCH	stats: {"idle_listen":2873,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":27,"tx_data":75,"tx_data_rx_ack":119}
asn=32676	id=2   	TSCH	stats: {"idle_listen":2898,"channel_scan":0,"rx_data":6,"rx_data_tx_ack":19,"tx_data":21,"tx_data_rx_ack":50}
asn=32676	id=-1  	Mobility	update positions
asn=32676	id=2   	Mobility	at 960.021 pos is 942.977
asn=32676	id=-1  	link_model	path_loss_dbm = 107.16330685921679, current bitrate = 50, current distance is 942.9770320008395
asn=32676	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=32863	id=-1  	link_model	path_loss_dbm = 107.16330685921679, current bitrate = 50, current distance is 942.9770320008395
asn=32863	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=32921	id=1   	App	generate a packet, seqnum=44 for=2
asn=32975	id=2   	RPL	DIS output to -1
asn=32984	id=-1  	link_model	path_loss_dbm = 107.16330685921679, current bitrate = 50, current distance is 942.9770320008395
asn=33016	id=-1  	Mobility	update positions
asn=33016	id=2   	Mobility	at 970.010 pos is 931.989
asn=33084	id=-1  	link_model	path_loss_dbm = 107.04113799664188, current bitrate = 50, current distance is 931.9889120008595
asn=33084	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=33131	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=33237	id=-1  	link_model	path_loss_dbm = 107.04113799664188, current bitrate = 50, current distance is 931.9889120008595
asn=33237	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=33357	id=-1  	Mobility	update positions
asn=33357	id=2   	Mobility	at 980.029 pos is 920.968
asn=33403	id=1   	App	generate a packet, seqnum=45 for=2
asn=33403	id=1   	App	dropping app packet seqnum=45 for=2 to=2: queue full
asn=33458	id=-1  	link_model	path_loss_dbm = 106.91715443916557, current bitrate = 50, current distance is 920.9684740008795
asn=33458	id=1   	Node	tx done to=2 numtx=6 acked=false
asn=33584	id=2   	RPL	DIS output to -1
asn=33604	id=-1  	link_model	path_loss_dbm = 106.91715443916557, current bitrate = 50, current distance is 920.9684740008795
asn=33645	id=-1  	link_model	path_loss_dbm = 106.91715443916557, current bitrate = 50, current distance is 920.9684740008795
asn=33645	id=1   	Node	tx done to=2 numtx=7 acked=false
asn=33696	id=-1  	link_model	path_loss_dbm = 106.91715443916557, current bitrate = 50, current distance is 920.9684740008795
asn=33696	id=1   	App	dropping app packet seqnum=34 for=2 to=2: tx_limit=8 reached
asn=33696	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=33697	id=-1  	Mobility	update positions
asn=33697	id=2   	Mobility	at 990.018 pos is 909.980
asn=34037	id=-1  	Mobility	update positions
asn=34037	id=2   	Mobility	at 1000.007 pos is 898.992
asn=34070	id=-1  	link_model	path_loss_dbm = 106.66542266574787, current bitrate = 50, current distance is 898.9922340009196
asn=34070	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=34080	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=34182	id=1   	App	generate a packet, seqnum=46 for=2
asn=34240	id=-1  	link_model	path_loss_dbm = 106.66542266574787, current bitrate = 50, current distance is 898.9922340009196
asn=34240	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=34378	id=-1  	Mobility	update positions
asn=34378	id=2   	Mobility	at 1010.026 pos is 887.972
asn=34393	id=-1  	link_model	path_loss_dbm = 106.53686022773242, current bitrate = 50, current distance is 887.9717960009395
asn=34393	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=34431	id=2   	RPL	DIS output to -1
asn=34441	id=-1  	link_model	path_loss_dbm = 106.53686022773242, current bitrate = 50, current distance is 887.9717960009395
asn=34665	id=-1  	link_model	path_loss_dbm = 106.53686022773242, current bitrate = 50, current distance is 887.9717960009395
asn=34665	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=34716	id=-1  	link_model	path_loss_dbm = 106.53686022773242, current bitrate = 50, current distance is 887.9717960009395
asn=34716	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=34718	id=-1  	Main	1020 seconds, progress 28.33%
asn=34718	id=-1  	Main	periodic route processing for all nodes
asn=34718	id=1   	TSCH	stats: {"idle_listen":3053,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":27,"tx_data":80,"tx_data_rx_ack":131}
asn=34718	id=2   	TSCH	stats: {"idle_listen":3077,"channel_scan":0,"rx_data":6,"rx_data_tx_ack":19,"tx_data":24,"tx_data_rx_ack":50}
asn=34718	id=-1  	Mobility	update positions
asn=34718	id=2   	Mobility	at 1020.015 pos is 876.984
asn=34748	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=34801	id=-1  	link_model	path_loss_dbm = 106.40707633375654, current bitrate = 50, current distance is 876.9836760009596
asn=34801	id=1   	Node	tx done to=2 numtx=6 acked=false
asn=34822	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=35000	id=1   	App	generate a packet, seqnum=47 for=2
asn=35000	id=1   	App	dropping app packet seqnum=47 for=2 to=2: queue full
asn=35005	id=-1  	link_model	path_loss_dbm = 106.40707633375654, current bitrate = 50, current distance is 876.9836760009596
asn=35005	id=1   	Node	tx done to=2 numtx=7 acked=false
asn=35058	id=-1  	Mobility	update positions
asn=35058	id=2   	Mobility	at 1030.004 pos is 865.996
asn=35167	id=2   	RPL	DIS output to -1
asn=35185	id=-1  	link_model	path_loss_dbm = 106.27565602492777, current bitrate = 50, current distance is 865.9955560009796
asn=35345	id=-1  	link_model	path_loss_dbm = 106.27565602492777, current bitrate = 50, current distance is 865.9955560009796
asn=35345	id=1   	App	dropping app packet seqnum=36 for=2 to=2: tx_limit=8 reached
asn=35345	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=35399	id=-1  	Mobility	update positions
asn=35399	id=2   	Mobility	at 1040.023 pos is 854.975
asn=35565	id=1   	App	generate a packet, seqnum=48 for=2
asn=35593	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=35719	id=-1  	link_model	path_loss_dbm = 106.14216352358675, current bitrate = 50, current distance is 854.9751180009996
asn=35719	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=35739	id=-1  	Mobility	update positions
asn=35739	id=2   	Mobility	at 1050.012 pos is 843.987
asn=35957	id=-1  	link_model	path_loss_dbm = 106.00733825227717, current bitrate = 50, current distance is 843.9869980010196
asn=35957	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=36076	id=-1  	link_model	path_loss_dbm = 106.00733825227717, current bitrate = 50, current distance is 843.9869980010196
asn=36076	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=36079	id=-1  	Mobility	update positions
asn=36079	id=2   	Mobility	at 1060.001 pos is 832.999
asn=36161	id=-1  	link_model	path_loss_dbm = 105.87074609859704, current bitrate = 50, current distance is 832.9988780010397
asn=36161	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=36179	id=2   	RPL	DIS output to -1
asn=36208	id=-1  	link_model	path_loss_dbm = 105.87074609859704, current bitrate = 50, current distance is 832.9988780010397
asn=36420	id=-1  	Mobility	update positions
asn=36420	id=2   	Mobility	at 1070.020 pos is 821.978
asn=36518	id=-1  	link_model	path_loss_dbm = 105.73193033783248, current bitrate = 50, current distance is 821.9784400010599
asn=36518	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=36641	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=36760	id=-1  	Main	1080 seconds, progress 30.00%
asn=36760	id=-1  	Main	periodic route processing for all nodes
asn=36760	id=1   	TSCH	stats: {"idle_listen":3234,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":27,"tx_data":84,"tx_data_rx_ack":139}
asn=36760	id=2   	TSCH	stats: {"idle_listen":3257,"channel_scan":0,"rx_data":6,"rx_data_tx_ack":19,"tx_data":26,"tx_data_rx_ack":50}
asn=36760	id=-1  	Mobility	update positions
asn=36760	id=2   	Mobility	at 1080.009 pos is 810.990
asn=36779	id=1   	App	generate a packet, seqnum=49 for=2
asn=36779	id=1   	App	dropping app packet seqnum=49 for=2 to=2: queue full
asn=36881	id=2   	RPL	DIS output to -1
asn=36890	id=-1  	link_model	path_loss_dbm = 105.59165619590294, current bitrate = 50, current distance is 810.9903200010799
asn=36892	id=-1  	link_model	path_loss_dbm = 105.59165619590294, current bitrate = 50, current distance is 810.9903200010799
asn=36892	id=1   	Node	tx done to=2 numtx=6 acked=false
asn=37040	id=1   	App	generate a packet, seqnum=50 for=2
asn=37040	id=1   	App	dropping app packet seqnum=50 for=2 to=2: queue full
asn=37101	id=-1  	Mobility	update positions
asn=37101	id=2   	Mobility	at 1090.027 pos is 799.970
asn=37147	id=-1  	link_model	path_loss_dbm = 105.44904738206257, current bitrate = 50, current distance is 799.9698820010999
asn=37147	id=1   	Node	tx done to=2 numtx=7 acked=false
asn=37181	id=-1  	link_model	path_loss_dbm = 105.44904738206257, current bitrate = 50, current distance is 799.9698820010999
asn=37181	id=1   	App	dropping app packet seqnum=38 for=2 to=2: tx_limit=8 reached
asn=37181	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=37215	id=-1  	link_model	path_loss_dbm = 105.44904738206257, current bitrate = 50, current distance is 799.9698820010999
asn=37215	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=37379	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=37441	id=-1  	Mobility	update positions
asn=37441	id=2   	Mobility	at 1100.017 pos is 788.982
asn=37521	id=-1  	link_model	path_loss_dbm = 105.30488724561312, current bitrate = 50, current distance is 788.9817620011199
asn=37521	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=37563	id=2   	RPL	DIS output to -1
asn=37572	id=-1  	link_model	path_loss_dbm = 105.30488724561312, current bitrate = 50, current distance is 788.9817620011199
asn=37724	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=37781	id=-1  	Mobility	update positions
asn=37781	id=2   	Mobility	at 1110.006 pos is 777.994
asn=37852	id=1   	App	generate a packet, seqnum=51 for=2
asn=37895	id=-1  	link_model	path_loss_dbm = 105.15870525171096, current bitrate = 50, current distance is 777.99364200114
asn=37895	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=38122	id=-1  	Mobility	update positions
asn=38122	id=2   	Mobility	at 1120.024 pos is 766.973
asn=38133	id=-1  	link_model	path_loss_dbm = 105.01000469101042, current bitrate = 50, current distance is 766.97320400116
asn=38133	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=38167	id=-1  	link_model	path_loss_dbm = 105.01000469101042, current bitrate = 50, current distance is 766.97320400116
asn=38167	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=38212	id=1   	App	generate a packet, seqnum=52 for=2
asn=38212	id=1   	App	dropping app packet seqnum=52 for=2 to=2: queue full
asn=38340	id=2   	RPL	DIS output to -1
asn=38347	id=-1  	link_model	path_loss_dbm = 105.01000469101042, current bitrate = 50, current distance is 766.97320400116
asn=38405	id=-1  	link_model	path_loss_dbm = 105.01000469101042, current bitrate = 50, current distance is 766.97320400116
asn=38405	id=1   	Node	tx done to=2 numtx=6 acked=false
asn=38462	id=-1  	Mobility	update positions
asn=38462	id=2   	Mobility	at 1130.014 pos is 755.985
asn=38694	id=-1  	link_model	path_loss_dbm = 104.85959754530339, current bitrate = 50, current distance is 755.98508400118
asn=38694	id=1   	Node	tx done to=2 numtx=7 acked=false
asn=38798	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=38802	id=-1  	Main	1140 seconds, progress 31.67%
asn=38802	id=-1  	Main	periodic route processing for all nodes
asn=38802	id=1   	TSCH	stats: {"idle_listen":3417,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":27,"tx_data":88,"tx_data_rx_ack":149}
asn=38802	id=2   	TSCH	stats: {"idle_listen":3436,"channel_scan":0,"rx_data":6,"rx_data_tx_ack":19,"tx_data":29,"tx_data_rx_ack":50}
asn=38802	id=-1  	Mobility	update positions
asn=38802	id=2   	Mobility	at 1140.003 pos is 744.997
asn=38896	id=1   	RPL	DIO output to -1
asn=38897	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=38905	id=-1  	link_model	path_loss_dbm = 104.70698817420455, current bitrate = 50, current distance is 744.9969640012
asn=38949	id=-1  	link_model	path_loss_dbm = 104.70698817420455, current bitrate = 50, current distance is 744.9969640012
asn=38949	id=1   	App	dropping app packet seqnum=41 for=2 to=2: tx_limit=8 reached
asn=38949	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=39002	id=2   	RPL	DIS output to -1
asn=39029	id=-1  	link_model	path_loss_dbm = 104.70698817420455, current bitrate = 50, current distance is 744.9969640012
asn=39119	id=-1  	link_model	path_loss_dbm = 104.70698817420455, current bitrate = 50, current distance is 744.9969640012
asn=39119	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=39143	id=-1  	Mobility	update positions
asn=39143	id=2   	Mobility	at 1150.021 pos is 733.977
asn=39222	id=1   	App	generate a packet, seqnum=53 for=2
asn=39306	id=-1  	link_model	path_loss_dbm = 104.55165219738011, current bitrate = 50, current distance is 733.9765260012202
asn=39306	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=39483	id=-1  	Mobility	update positions
asn=39483	id=2   	Mobility	at 1160.011 pos is 722.988
asn=39510	id=-1  	link_model	path_loss_dbm = 104.39443209390308, current bitrate = 50, current distance is 722.9884060012403
asn=39510	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=39578	id=-1  	link_model	path_loss_dbm = 104.39443209390308, current bitrate = 50, current distance is 722.9884060012403
asn=39578	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=39694	id=2   	RPL	DIS output to -1
asn=39711	id=-1  	link_model	path_loss_dbm = 104.39443209390308, current bitrate = 50, current distance is 722.9884060012403
asn=39730	id=1   	App	generate a packet, seqnum=54 for=2
asn=39730	id=1   	App	dropping app packet seqnum=54 for=2 to=2: queue full
asn=39765	id=-1  	link_model	path_loss_dbm = 104.39443209390308, current bitrate = 50, current distance is 722.9884060012403
asn=39765	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=39824	id=-1  	Mobility	update positions
asn=39824	id=2   	Mobility	at 1170.029 pos is 711.968
asn=40054	id=-1  	link_model	path_loss_dbm = 104.23433101989171, current bitrate = 50, current distance is 711.9679680012603
asn=40054	id=1   	Node	tx done to=2 numtx=6 acked=false
asn=40120	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=40164	id=-1  	Mobility	update positions
asn=40164	id=2   	Mobility	at 1180.018 pos is 700.980
asn=40241	id=-1  	link_model	path_loss_dbm = 104.07221289380429, current bitrate = 50, current distance is 700.9798480012803
asn=40241	id=1   	Node	tx done to=2 numtx=7 acked=false
asn=40416	id=1   	App	generate a packet, seqnum=55 for=2
asn=40416	id=1   	App	dropping app packet seqnum=55 for=2 to=2: queue full
asn=40439	id=2   	RPL	DIS output to -1
asn=40455	id=-1  	link_model	path_loss_dbm = 104.07221289380429, current bitrate = 50, current distance is 700.9798480012803
asn=40462	id=-1  	link_model	path_loss_dbm = 104.07221289380429, current bitrate = 50, current distance is 700.9798480012803
asn=40462	id=1   	App	dropping app packet seqnum=44 for=2 to=2: tx_limit=8 reached
asn=40462	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=40504	id=-1  	Mobility	update positions
asn=40504	id=2   	Mobility	at 1190.008 pos is 689.992
asn=40756	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=40785	id=-1  	link_model	path_loss_dbm = 103.90753332506557, current bitrate = 50, current distance is 689.9917280013003
asn=40785	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=40845	id=-1  	Main	1200 seconds, progress 33.33%
asn=40845	id=-1  	Main	periodic route processing for all nodes
asn=40845	id=1   	TSCH	stats: {"idle_listen":3597,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":27,"tx_data":93,"tx_data_rx_ack":159}
asn=40845	id=2   	TSCH	stats: {"idle_listen":3615,"channel_scan":0,"rx_data":6,"rx_data_tx_ack":19,"tx_data":32,"tx_data_rx_ack":50}
asn=40845	id=-1  	Mobility	update positions
asn=40845	id=2   	Mobility	at 1200.026 pos is 678.971
asn=40955	id=-1  	link_model	path_loss_dbm = 103.73971396134331, current bitrate = 50, current distance is 678.9712900013205
asn=40955	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=41099	id=2   	RPL	DIS output to -1
asn=41106	id=-1  	link_model	path_loss_dbm = 103.73971396134331, current bitrate = 50, current distance is 678.9712900013205
asn=41159	id=-1  	link_model	path_loss_dbm = 103.73971396134331, current bitrate = 50, current distance is 678.9712900013205
asn=41159	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=41175	id=1   	App	generate a packet, seqnum=56 for=2
asn=41185	id=-1  	Mobility	update positions
asn=41185	id=2   	Mobility	at 1210.015 pos is 667.983
asn=41227	id=-1  	link_model	path_loss_dbm = 103.56965259505986, current bitrate = 50, current distance is 667.9831700013406
asn=41227	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=41431	id=-1  	link_model	path_loss_dbm = 103.56965259505986, current bitrate = 50, current distance is 667.9831700013406
asn=41431	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=41499	id=-1  	link_model	path_loss_dbm = 103.56965259505986, current bitrate = 50, current distance is 667.9831700013406
asn=41499	id=1   	Node	tx done to=2 numtx=6 acked=false
asn=41525	id=-1  	Mobility	update positions
asn=41525	id=2   	Mobility	at 1220.004 pos is 656.995
asn=41535	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=41686	id=-1  	link_model	path_loss_dbm = 103.39677044326383, current bitrate = 50, current distance is 656.9950500013606
asn=41829	id=2   	RPL	DIS output to -1
asn=41850	id=-1  	link_model	path_loss_dbm = 103.39677044326383, current bitrate = 50, current distance is 656.9950500013606
asn=41866	id=-1  	Mobility	update positions
asn=41866	id=2   	Mobility	at 1230.023 pos is 645.975
asn=41890	id=-1  	link_model	path_loss_dbm = 103.22045089813696, current bitrate = 50, current distance is 645.9746120013806
asn=41890	id=1   	Node	tx done to=2 numtx=7 acked=false
asn=41934	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=41941	id=-1  	link_model	path_loss_dbm = 103.22045089813696, current bitrate = 50, current distance is 645.9746120013806
asn=41941	id=1   	App	dropping app packet seqnum=46 for=2 to=2: tx_limit=8 reached
asn=41941	id=1   	Node	tx done to=2 numtx=8 acked=false, remove packet
asn=42097	id=1   	App	generate a packet, seqnum=57 for=2
asn=42206	id=-1  	Mobility	update positions
asn=42206	id=2   	Mobility	at 1240.012 pos is 634.986
asn=42230	id=-1  	link_model	path_loss_dbm = 103.04162778464726, current bitrate = 50, current distance is 634.9864920014006
asn=42230	id=1   	Node	tx done to=2 numtx=1 acked=false
asn=42394	id=2   	RPL	DIS output to -1
asn=42400	id=-1  	link_model	path_loss_dbm = 103.04162778464726, current bitrate = 50, current distance is 634.9864920014006
asn=42400	id=1   	Node	tx done to=2 numtx=2 acked=false
asn=42408	id=-1  	link_model	path_loss_dbm = 103.04162778464726, current bitrate = 50, current distance is 634.9864920014006
asn=42485	id=-1  	link_model	path_loss_dbm = 103.04162778464726, current bitrate = 50, current distance is 634.9864920014006
asn=42485	id=1   	Node	tx done to=2 numtx=3 acked=false
asn=42546	id=-1  	Mobility	update positions
asn=42546	id=2   	Mobility	at 1250.001 pos is 623.998
asn=42555	id=1   	App	generate a packet, seqnum=58 for=2
asn=42555	id=1   	App	dropping app packet seqnum=58 for=2 to=2: queue full
asn=42638	id=-1  	link_model	path_loss_dbm = 102.85968306291487, current bitrate = 50, current distance is 623.9983720014206
asn=42638	id=1   	Node	tx done to=2 numtx=4 acked=false
asn=42860	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=42887	id=-1  	Main	1260 seconds, progress 35.00%
asn=42887	id=-1  	Main	periodic route processing for all nodes
asn=42887	id=1   	TSCH	stats: {"idle_listen":3779,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":27,"tx_data":98,"tx_data_rx_ack":170}
asn=42887	id=2   	TSCH	stats: {"idle_listen":3794,"channel_scan":0,"rx_data":6,"rx_data_tx_ack":19,"tx_data":35,"tx_data_rx_ack":50}
asn=42887	id=-1  	Mobility	update positions
asn=42887	id=2   	Mobility	at 1260.020 pos is 612.978
asn=42910	id=-1  	link_model	path_loss_dbm = 102.6739562893522, current bitrate = 50, current distance is 612.9779340014406
asn=42910	id=1   	Node	tx done to=2 numtx=5 acked=false
asn=43165	id=-1  	link_model	path_loss_dbm = 102.6739562893522, current bitrate = 50, current distance is 612.9779340014406
asn=43165	id=1   	Node	tx done to=2 numtx=6 acked=false
